Year,Company,Node_Size_nm,Transistor_Density,RD_Spending_USD,Patent_Count,AI_Chip_Performance,Energy_Efficiency
1991,Western Digital,1319.0,594635.9264289605,19588440.06836642,219,1.5190818662650964,0.7718711701027964
1991,Kioxia,1254.0,711250.0199543842,88257211.59428455,478,1.6166233432233454,0.8097682298043815
1991,Sony,1012.0,880873.3589681529,14898647.439173583,300,1.79796437450969,0.6178700183576995
1991,Rohhm,1114.0,823969.1379324975,15167082.380531749,316,1.9660181860245163,0.6039283210896897
1991,Qorvo,1435.0,428529.33957873564,99076857.76762427,185,1.4831180938012485,0.4871297230201804
1991,Skyworks,1194.0,710294.6794523367,38711887.85416545,150,1.7149513180811407,1.0430030958189722
1991,Synopsys,1024.0,1049779.3864647087,11774168.80349712,347,2.004194093502775,0.9938034002830833
1991,Cadence,941.0,1074764.364861023,5294145.6557663465,129,1.940870273094287,1.141621469422804
1991,Ansys,1531.0,476838.7188328497,94999995.2920024,471,1.3344405607329817,0.9041209683291286
1991,Entegris,1542.0,436621.9900986095,35156146.89851622,396,1.2495122603483366,0.5956342903665633
1991,Amkor,1570.0,343348.2780666938,31288496.784257405,326,1.209035224973106,0.5517668019644522
1991,ASE,1108.0,686108.2741043055,116823056.9427642,510,1.669953618692486,0.48824032882808094
1991,JCET,935.0,963473.3475018287,89307208.96568044,88,2.253944875949239,1.2577904527446377
1991,Powertech,1356.0,574016.9501569945,70546330.95291086,21,1.3507540157612117,0.9586077921357685
1991,Nexperia,1292.0,700393.8377866399,50317942.20712153,93,1.6651985781592178,0.5441780558819499
1991,Bosch,1214.0,629457.2836069715,80216152.34580109,35,1.68201191256815,0.44499981550748896
1991,Tower Semiconductor,1357.0,616078.0408742359,118820678.30975555,415,1.5931210522422783,0.9315573676972242
1991,VisIC,1034.0,1057040.2122167305,73775500.33207186,37,1.9401309208226145,1.3459955541227684
1992,TSMC,1194.0,669006.2097055338,54757867.80444407,427,2.583612771864963,0.9050637087279692
1992,ASML,960.0,1183077.4873529174,124094717.47292072,102,3.424208365266123,0.917493600064857
1992,Intel,1089.0,953119.5190604123,60892367.20040243,309,2.6247286461983053,1.1212450161159622
1992,Samsung,856.0,1351519.515352056,102553260.98510231,284,3.213742634171485,1.5329006355279045
1992,Broadcom,1010.0,1140792.437436213,45245809.29395673,243,2.8559771831766056,0.8203743344558435
1992,Qualcomm,987.0,911415.3501386867,7358277.230527466,108,3.197480922091097,0.9477499969735553
1992,AMD,659.0,1914198.1221805208,41132232.9055978,349,4.138644748205026,1.042695204564988
1992,Texas Instruments,870.0,1110071.3607204237,6228947.293901898,384,3.359865075786287,1.6848178310132844
1992,Applied Materials,1132.0,830460.9587959218,18844808.96396179,158,2.523422219162985,1.156914328883483
1992,Lam Research,694.0,2423165.768272496,20472982.877216876,50,4.2699174804059306,0.7977669765904237
1992,Micron,986.0,1083853.1712537135,7303120.743222815,37,3.2351347563850363,0.8128431587049763
1992,Tokyo Electron,1264.0,729696.3045024805,51256625.84813437,275,2.1518462104203357,1.1255645644711734
1992,Analog Devices,1148.0,752578.1719856936,41504796.90361633,126,2.421435357530509,1.1821033558127136
1992,KLA,690.0,1779290.7303184029,19628330.862263106,357,4.512186624662568,1.7232998958396992
1992,NXP,1175.0,716433.5917460293,4267852.040813083,89,2.49876652940986,0.7309223504974172
1992,Marvell,750.0,2024464.1624728702,87857499.34551166,79,3.669975214982244,1.4396557639047585
1992,Microchip,991.0,1019740.3532755756,22758605.255540986,468,2.823722873931256,0.5583723853935265
1992,Renesas,819.0,1710155.428902583,77934815.87961401,85,3.678259998859691,1.4382750865282223
1992,Infineon,994.0,1025032.418485148,94747666.75219102,119,2.999685821877845,1.4053905025228615
1992,STMicroelectronics,798.0,1582666.5271551842,89741359.37633003,481,3.6000182752260517,1.5123955109509866
1992,ON Semiconductor,649.0,2311503.5374476803,32159447.12390121,292,4.507787387475402,1.9610972056368132
1992,GlobalFoundries,666.0,2327220.3294907915,12859224.748678943,372,4.778259802866314,1.8918689555469006
1992,UMC,943.0,1244030.7592699425,128575650.38179137,444,3.0107744254061513,0.9830227351297073
1992,MediaTek,943.0,1261131.5387670065,10614250.991878133,180,2.893049574811798,1.2778909531010407
1992,Realtek,895.0,1367110.368151975,12427657.348128462,80,3.0847006465719033,0.7520666568774355
1992,Novatek,668.0,2441932.3659379217,65539015.2750232,474,4.1357369203202445,0.8461342895981802
1992,SK Hynix,962.0,1123816.746563756,53488119.68298116,111,3.3439927416998745,0.9668439715279447
1992,Western Digital,744.0,1482736.754762588,95970538.08445099,192,3.9681761015725185,1.5741280274070917
1992,Kioxia,656.0,2174962.978729653,10669185.067644835,75,4.4115337705501485,1.1266522304821858
1992,Sony,1008.0,1042673.6955416359,38124681.80617825,101,3.242617381683552,0.7414019855508016
1992,Rohhm,933.0,929208.5476277635,41684115.05209289,19,3.125942134694403,1.391203399776423
1992,Qorvo,887.0,1227218.7652525175,62545926.219096266,297,3.494578847233872,1.4887649341658045
1992,Skyworks,765.0,1837192.0604748006,142232069.0836033,214,4.217794391748125,1.5787860770048938
1992,Synopsys,651.0,2601468.8129453324,10678320.792701442,355,4.825751016203131,1.5908778161169412
1992,Cadence,685.0,2472729.3704098347,14160101.73185381,435,4.300201253866266,1.7281269603861067
1992,Ansys,654.0,2025271.9092231616,36076661.82521025,291,4.178622020057631,1.9305300120593978
1992,Entegris,715.0,1828182.066304021,84980766.8276404,109,4.512230418176744,0.9304741301892
1992,Amkor,1201.0,802348.0614385868,66838891.65251176,365,2.4142268825352087,0.500550810680107
1992,ASE,820.0,1525369.8674379047,71493926.79968584,341,3.521369731463655,1.791352545876409
1992,JCET,1156.0,838381.2626963332,18285225.503988665,430,2.7842811819109317,1.106505936340015
1992,Powertech,878.0,1119006.1149890276,101074426.067649,110,3.1608455846842274,1.6539934558677154
1992,Nexperia,1235.0,719982.6681159994,71211734.46514167,296,2.498834989768106,0.8854308828005668
1992,Bosch,1120.0,930783.3869558949,111067711.23815557,63,2.672079632301812,1.2161837331467085
1992,Tower Semiconductor,1217.0,716648.4238956243,56395884.93490796,380,2.67174767080503,0.4663944381915403
1992,VisIC,844.0,1450899.3890224714,52625046.63513024,429,3.3386254416182495,0.9490665987404698
1993,NVIDIA,517.0,3486785.0774270007,59373909.852038644,66,7.273783431955259,1.4539973228718273
1993,TSMC,675.0,2335622.5697394786,69316897.04182759,294,6.211023432484685,2.0609517455517476
1993,ASML,805.0,1457274.7356197236,106705277.77488187,138,5.312940885262107,1.0531380186919033
1993,Intel,662.0,2143090.438487404,99913588.97072726,88,6.616530502853577,1.2611772403322519
1993,Samsung,897.0,1117288.446598844,24827727.78957764,291,4.330726944966194,1.0455222669520639
1993,Broadcom,558.0,3431737.105792805,126769719.17376237,459,7.653495633762937,1.8897526160673475
1993,Qualcomm,793.0,1471723.576734426,39178771.31494975,317,4.552930638788244,0.8543155589671506
1993,AMD,691.0,2203641.6705187447,68512623.89480707,144,5.978741657897038,0.8738373447991343
1993,Texas Instruments,901.0,1313060.9550436027,14725355.392831113,383,4.715388400217094,1.3271793440421427
1993,Applied Materials,555.0,3836014.9306768496,73339581.64796075,414,6.698507413808721,1.6140988353464596
1993,Lam Research,932.0,1093351.6261382848,96709641.01193234,294,3.8647021724741517,1.3280126752392254
1993,Micron,555.0,3332125.786619493,53911279.71653609,95,7.202879486174597,1.2495373164487902
1993,Tokyo Electron,701.0,2236390.620553989,76901564.2074095,247,5.541211840759126,1.8845878400125864
1993,Analog Devices,1016.0,801934.1550692049,72489683.63186836,337,4.225659415253165,1.2034135196477094
1993,KLA,554.0,3693476.273053657,101681139.29453948,248,7.7253134576572275,2.158382439642071
1993,NXP,729.0,1596502.3966623594,93107615.34394272,98,5.745755576456983,1.4409527481911217
1993,Marvell,764.0,1753930.9767710692,91586963.21297954,470,5.668124831291771,1.640467000187376
1993,Microchip,540.0,3738339.3135033348,2607404.789255461,256,8.143729512787482,1.31607821083402
1993,Renesas,844.0,1491084.6279679218,21199592.79984644,26,4.924392366854434,1.4917990676208739
1993,Infineon,1004.0,1146046.8648093455,69518578.12909934,309,3.875460502376156,0.9785502481712745
1993,STMicroelectronics,956.0,1243774.692403207,57409507.08934675,175,4.515946432619068,0.9866772358025646
1993,ON Semiconductor,518.0,3931935.527368114,27878713.78665304,409,8.130479182796842,1.499996679563812
1993,GlobalFoundries,968.0,994500.8432592279,142893095.8360503,270,4.210222456620377,0.8624218373610362
1993,UMC,549.0,2833976.73862824,76793029.1176182,444,6.70618961770757,2.1387274448837656
1993,Arm,779.0,1908807.3651722423,60617913.704413824,270,4.738216260732542,0.8879419396171216
1993,MediaTek,744.0,1941328.5266043404,44310696.35837847,417,5.297137204290495,1.0507605759371785
1993,Realtek,973.0,1033458.0427700523,41590527.85438805,270,4.255381630511434,1.0828409786723023
1993,Novatek,998.0,806155.3329408566,9471426.219535377,267,3.842109683039917,1.45030492578732
1993,SK Hynix,829.0,1392216.019557098,76882765.24962159,352,5.219626870668184,1.21288088726402
1993,Western Digital,749.0,1675239.1743328185,42274117.56372283,394,5.347953103749638,1.2129349860880028
1993,Kioxia,551.0,3861517.2935297466,27006086.424193274,52,7.65576296993034,0.982715869215236
1993,Sony,869.0,1381488.4920170181,93616918.64722934,63,4.168724450038718,1.2569031247288271
1993,Rohhm,928.0,1373388.4611034596,77727782.76167051,209,4.561745273515888,0.8479337775201796
1993,Qorvo,978.0,1126377.9165240757,96155159.63490155,188,4.4906896151398135,0.9310681557502977
1993,Skyworks,883.0,1102380.0430838126,127039242.13616255,56,4.35965891812743,1.0218915147979377
1993,Synopsys,989.0,858684.4970014178,49318022.22397541,56,3.789398137725815,1.3213180193361687
1993,Cadence,525.0,2928893.4353954177,134442931.22617212,438,7.159915245450653,1.1056203501970496
1993,Ansys,1017.0,896518.4140347842,53545060.85817109,194,4.036392791355629,0.7681113878584535
1993,Entegris,707.0,1670923.842352572,19125177.32503862,317,5.106649957355634,2.0415565466151078
1993,Amkor,941.0,1104648.809604257,108659783.39416315,63,3.9384208619448735,0.7407923979649652
1993,ASE,651.0,2021506.3592856554,63555974.48240876,462,6.6426515984814944,0.8440561306268182
1993,JCET,928.0,984377.131815212,5093819.092206692,30,3.9434548288708613,1.3409526765356812
1993,Powertech,796.0,1701467.4154791483,143192384.39712885,75,5.081010274836379,1.6283515039970853
1993,Nexperia,947.0,1057908.6553311744,121592480.86532854,226,4.304532666862039,0.9000598562029477
1993,Bosch,578.0,3516701.1636647983,25696708.506040864,101,6.676001567373518,1.130856544800077
1993,Tower Semiconductor,629.0,2668573.454222874,66041549.05424702,172,6.392540810480254,1.3201000094320914
1993,VisIC,695.0,1701523.2526475238,87236567.95809898,124,6.118925238290784,2.140493984161241
1994,NVIDIA,622.0,2616561.1516748555,17036510.045391098,342,7.515433007747094,2.055203133729493
1994,TSMC,758.0,1565903.238978113,77815530.79791383,369,6.138195990613794,1.2325389005589944
1994,ASML,768.0,1410810.7667529497,64414193.762823634,352,6.0350710733547785,1.6737542043427842
1994,Intel,421.0,4583091.161498036,72370177.65590829,304,11.311198793491647,2.361875141859882
1994,Samsung,697.0,2295321.0627836594,104641672.93477952,214,7.258797954109786,1.1150705676570198
1994,Broadcom,415.0,5503213.884127014,27045825.027887553,18,11.535919834743947,2.404083589377897
1994,Qualcomm,570.0,2660414.062873553,34880165.8166115,490,8.33051027093915,1.3350768691372419
1994,AMD,552.0,3619589.864451429,47550294.619061105,383,8.735200502837877,1.771794883650015
1994,Texas Instruments,572.0,3550052.970864104,40430710.66068642,322,9.171714023557652,1.623866450029435
1994,Applied Materials,798.0,1444161.3301455122,52645339.06781336,247,5.799221071065772,1.8356155135213796
1994,Lam Research,611.0,2999335.4525961797,19983259.122845236,196,7.843036578557511,2.123816435637333
1994,Micron,811.0,1320456.4335718928,36562497.52686439,71,6.2103471074453385,1.49306580574895
1994,Tokyo Electron,669.0,2335344.0194103173,57574060.391420536,88,7.244731470677768,1.261182986110208
1994,Analog Devices,462.0,5296788.442361005,23924892.135028724,275,10.195294122602899,1.9140341530800042
1994,KLA,466.0,3706687.222856733,23980296.255123332,153,11.322009802589363,1.8187831310646185
1994,NXP,551.0,3327200.9511603867,55341816.88200199,375,9.825966589428228,2.56092702114283
1994,Marvell,683.0,2375618.0012423955,117888555.10300383,371,7.654807501849366,1.5890159413477059
1994,Microchip,426.0,5949708.8212068975,27300204.326202005,261,11.86338987126578,3.4911922063351697
1994,Renesas,482.0,3805501.7718433784,27084523.360910874,90,10.19211410134114,2.315712625338479
1994,Infineon,598.0,2436771.042800884,10909678.75318512,262,8.397346189031593,1.357369933100267
1994,STMicroelectronics,615.0,3158477.4117879122,17180981.879816584,436,8.288119203436384,1.948727425059555
1994,ON Semiconductor,737.0,2106531.307062371,110199500.05360359,57,7.268915187918835,1.8182730524438742
1994,GlobalFoundries,767.0,1912174.7077808147,75095443.75237934,356,6.959461475825919,0.8354489154461593
1994,UMC,523.0,3385107.7994498196,105725263.96006389,48,10.490440158339219,2.0520853962783816
1994,Arm,485.0,4814280.369041665,79104859.08732387,354,9.305511791169474,2.9489592142577146
1994,MediaTek,608.0,3135824.8466775776,17353802.306020424,66,8.269307384772864,1.8872503657360593
1994,Realtek,599.0,2596076.6318341526,108580287.59485215,500,8.29131605599782,1.274207180996498
1994,Novatek,512.0,3159874.634443902,103259530.71906151,392,10.123695985982978,1.1435958843613043
1994,SK Hynix,619.0,2996251.9200098873,95165775.12431495,412,8.35092020325581,2.3572275542228103
1994,Western Digital,592.0,2876359.3692898094,94568691.02698162,21,8.167746005208457,2.339182775412454
1994,Kioxia,519.0,3739894.4837185107,60772995.89778448,309,10.30599983517927,2.8835290640696334
1994,Sony,541.0,4081136.9544592877,36951738.81206304,56,8.80642597857466,1.9654582338897164
1994,Rohhm,458.0,5164969.707454057,29859529.281140003,141,11.730346686456123,2.379623511486454
1994,Qorvo,687.0,2434620.6215127395,152428647.17718998,133,6.584112548277929,1.2813906422818682
1994,Skyworks,445.0,4404443.989001613,101822598.90508415,134,10.572700867784794,2.108747886838971
1994,Synopsys,714.0,1917396.3980983323,84630020.90549949,315,7.528511464605713,1.2062631863984672
1994,Cadence,525.0,3533182.599487027,41290852.76797548,374,9.094180510601829,1.5138337678274574
1994,Ansys,643.0,2026634.1457002833,51399545.73026444,466,7.484802668844937,1.5639113770747086
1994,Entegris,657.0,2093852.4801189243,62031954.36017534,399,7.599824426261512,0.9878275428093828
1994,Amkor,472.0,3690736.1050735153,24870570.36410437,480,10.648139462014136,1.773565513825435
1994,ASE,486.0,5019176.370912812,22968731.01958307,23,10.248571593145337,1.2016764458489237
1994,JCET,776.0,1381561.7330436716,47096891.56723096,368,6.6116248601099645,1.5426817489996807
1994,Powertech,577.0,3594017.3128211596,13047321.979203042,468,9.513840467523687,1.1265503402935824
1994,Nexperia,572.0,2618642.5684046354,117065490.07586709,353,8.05730547243464,2.5260529278936574
1994,Bosch,744.0,1843535.6789156583,134068427.68688188,206,7.340019105531686,1.4282148504622967
1994,Tower Semiconductor,683.0,2198005.194544462,46113860.644510776,175,7.221386537155446,1.427978887336962
1994,VisIC,643.0,2340980.8444625535,148914380.04022598,461,7.371451242205814,1.4198758094423738
1995,NVIDIA,388.0,6862638.047363576,45304887.546121046,315,15.398597828737408,1.39754151955622
1995,TSMC,494.0,3781714.9627389107,55784504.5906516,72,12.906030186794789,1.460776638246034
1995,ASML,527.0,4030802.496405288,46936787.06819912,295,11.788158290843661,1.888154976182927
1995,Intel,378.0,6715509.821873794,30535653.45599784,158,16.795041595384934,3.266329548006
1995,Samsung,344.0,8549727.463335458,72859322.89577194,380,18.182913270138876,1.6885804314704516
1995,Broadcom,348.0,9797554.38111121,33595262.10559055,197,17.32140112747804,1.4611486236365168
1995,Qualcomm,593.0,3056953.2684885133,96026672.73116319,431,9.53161257931965,0.882856179727643
1995,AMD,576.0,2993851.938293326,33098798.569779176,305,10.96989093672494,1.5244056049941908
1995,Texas Instruments,462.0,5598044.841628598,109652049.82541521,478,13.602342657505147,1.4547013712841375
1995,Applied Materials,599.0,2756059.193038542,67400600.3964914,83,10.789260707943042,1.621076858422322
1995,Lam Research,567.0,3155496.594757108,166359733.08427757,446,11.462778693811972,1.0268810287279269
1995,Micron,349.0,7599403.246123865,102013541.01847763,157,16.522489959306238,1.542437103890918
1995,Tokyo Electron,603.0,2675472.983237338,64859408.69112545,164,9.52554356677442,2.341270354045163
1995,Analog Devices,393.0,6358464.583096127,25966985.22737398,284,16.38558811116775,3.5717297261065806
1995,KLA,594.0,2855352.6479099216,32224202.008931972,222,10.202063922738226,1.0972417742646048
1995,NXP,445.0,4411388.673536403,85530041.93721867,139,13.00019378958272,2.580469670269379
1995,Marvell,595.0,2833671.2076764484,98929616.92120603,81,10.78621591962251,1.1138129232108975
1995,Microchip,479.0,4647668.608501987,54980981.764685564,43,11.667043021665444,1.5940063593032474
1995,Renesas,492.0,4883246.155548285,31666955.099345,124,11.61868346082818,1.8449123019294096
1995,Infineon,453.0,4510903.037291592,28662376.087297153,166,14.478979429680269,2.8379175050308207
1995,STMicroelectronics,532.0,3848556.7381087486,93080467.3231993,341,10.3400518461354,2.263289538659782
1995,ON Semiconductor,533.0,3495484.8004347594,12118287.430988181,86,11.190730636020913,1.1779194499974008
1995,GlobalFoundries,587.0,2348942.0683683436,31529330.311721753,52,10.385704696826078,2.0993859489550597
1995,UMC,620.0,2711084.2732149106,94977618.48255777,167,8.782011114885119,1.5681749373280152
1995,Arm,429.0,5177995.899797933,134016952.34969398,367,13.992518335461742,2.001723296074655
1995,MediaTek,338.0,7463565.590420376,28294574.416938182,274,16.74538076665257,4.15726804916045
1995,Realtek,614.0,2624877.481445708,62758441.78599301,151,9.603029444062633,0.9823128060181777
1995,Novatek,363.0,9011396.423452167,57712748.10295593,269,15.506305526058346,2.745190423043143
1995,SK Hynix,457.0,4116157.0657412214,89504069.74006537,407,13.646706032697034,1.1248995452682775
1995,Western Digital,402.0,5263001.857480295,98439072.34935053,472,13.499283066924958,2.5674917679148774
1995,Kioxia,537.0,3851524.893374731,74068387.85019056,163,10.46036181704405,2.0731533905348143
1995,Sony,410.0,6325253.331261485,54545056.07613949,498,15.01004990539133,2.65948343693303
1995,Rohhm,625.0,2886821.1396268685,36782976.766545095,159,10.394238000675875,1.0972838291303286
1995,Qorvo,479.0,4041754.3737073676,104187816.06526318,30,12.604628243638235,1.112808637225218
1995,Skyworks,519.0,4432568.094378972,159137230.09002632,472,11.43341603755874,2.3471227281767444
1995,Synopsys,333.0,7614469.922116352,70284971.51463364,426,18.46050251352495,3.2978753208641813
1995,Cadence,512.0,4331438.2908314485,93289077.43786936,307,11.370125112194161,1.9239806641529573
1995,Ansys,559.0,2800756.164639243,91101087.51102223,318,11.235558708723744,2.5813633122021082
1995,Entegris,526.0,3371283.8424634826,19696713.936317682,249,12.200053126438483,1.7165829268535666
1995,Amkor,633.0,2222834.8089737454,36177582.64582057,148,10.102908996673035,2.2229377632555356
1995,ASE,364.0,7685466.991216769,116730635.52093066,89,15.816528605531289,1.9674525003725338
1995,JCET,368.0,6209246.058439594,179293471.18299112,48,14.957249796411027,1.416890050735559
1995,Powertech,497.0,3932225.5311108287,119117521.6054154,279,10.941059100335481,1.2230363452392543
1995,Nexperia,345.0,8709063.989230663,49131249.04483846,412,15.969949951704196,1.7769363295249485
1995,Bosch,329.0,8570336.415579781,26633982.497481566,39,19.46439554954526,3.7184326671045147
1995,Tower Semiconductor,503.0,3980467.2947750282,41396113.39374077,17,12.220604651335872,1.1133716688581827
1995,VisIC,441.0,4241533.037149959,132564465.86101362,408,13.987793607540985,2.5013686109074973
1996,NVIDIA,321.0,9340600.14367032,76956806.57861048,178,21.546590521517018,2.3369327474154704
1996,TSMC,308.0,8996871.488876164,59460352.6649032,264,24.893747102425568,4.401132052957306
1996,ASML,501.0,3461311.70157336,50129085.94814866,479,12.700742178506996,2.165233938339384
1996,Intel,427.0,5448513.98384457,60025180.6519041,60,15.673299167932491,2.5653463395780345
1996,Samsung,308.0,11793999.91479999,6265359.29448405,400,20.97216456285913,3.0389880944345236
1996,Broadcom,370.0,8155223.716166592,93390998.52975543,100,20.247521063039162,1.703008675392114
1996,Qualcomm,393.0,7633347.624218335,15099457.80736015,61,19.16858555922951,1.716890820242831
1996,AMD,458.0,5560901.22006933,114474622.04045725,133,14.52880721876404,1.4633105155966815
1996,Texas Instruments,315.0,10972475.295646096,26140918.527793657,372,20.70875264587033,3.9572589962350215
1996,Applied Materials,385.0,5400958.9327553,30937240.927078657,75,19.61405627351667,3.0886743814314235
