Year,Country,AI_GPU_Demand,Data_Center_Count,AI_Compute_Power,Cloud_AI_Investment,Training_Compute_FLOPS,AI_Model_Count
1990,Sweden,62.75560238706465,20,164.05534955359323,44270936.68016101,9123003751128018.0,0
1990,Switzerland,15.783072618112303,29,63.99185548136576,14005843.981861021,3408894464057362.5,1
1990,Poland,55.21608269710124,8,241.04178294571702,61967430.974363044,1.9068208766271196e+16,7
1990,Austria,15.534330251001693,16,28.15259286974958,17133246.038498685,2424417939503795.5,0
1990,Belgium,29.42937739887408,20,98.43330429097904,30484801.75543029,6096447088841195.0,2
1990,Finland,23.681292745376926,24,117.72481933016817,16358413.747508688,1943796230735337.8,5
1990,Denmark,13.672227637346579,16,49.236260682989226,13583475.663573325,2226999613837435.8,0
1990,Norway,58.34220151830017,12,211.29578016281735,29894424.27669918,1.6945169662171112e+16,6
1990,Czech Republic,30.8785658352586,13,103.03866025337965,58060827.741480805,1486257159792537.8,3
1990,Hungary,29.894772807978033,36,58.82427068027746,54242227.41272794,689062026367136.9,1
1990,Romania,18.54118178271742,42,67.28206702929825,21480772.422214437,944592550572423.2,4
1990,Indonesia,52.55793740622418,13,58.65397370139634,80662327.73569945,3130090000979303.0,7
1990,UAE,21.42718093102596,19,73.53445970627628,14080739.200520292,3741470381710383.5,9
1990,Saudi Arabia,83.5564798571235,46,289.31410986115344,43377069.73814434,2.099571850876744e+16,7
1990,South Africa,56.5557483226387,29,135.7873235756596,106078662.52966559,2995161208168854.0,1
1990,Argentina,0.43595799565804283,11,1.412803662920091,318571.4604217658,115015346455874.42,0
1990,Chile,93.32250613191283,25,106.07991260330729,91407350.37580474,8798157863874778.0,9
1991,USA,0.7272807694009287,6,2.7581888241180277,702887.4320820402,52322160684774.26,3
1991,Taiwan,39.54800280316568,27,194.65065023975362,49069996.08658425,2116442737796926.8,8
1991,China,50.28430619990868,8,166.65935752562382,30806200.918967184,1.5816332494064956e+16,8
1991,South Korea,15.812656963306825,4,63.5945387536469,22297101.363680564,4223347884466072.0,7
1991,Japan,11.15823131332414,38,55.18477446907482,17835716.96651403,4410652754311062.5,5
1991,Netherlands,21.563976272584917,40,93.21586001807654,15443169.795734957,9109152367580134.0,0
1991,Germany,73.49829716298954,44,228.45356302234134,40960907.91107601,1.4933858793902178e+16,8
1991,Israel,15.750054807580383,49,16.12353367344826,21871488.955445282,1390921658380119.2,3
1991,Malaysia,72.7104449058507,6,266.876915364032,102824780.5245927,1.812619764493737e+16,7
1991,Singapore,6.2892622452486835,8,16.082056056429245,6100924.6876420025,830035604731583.0,8
1991,India,86.35770031391459,22,366.1999759284223,77656089.36492133,1.0751943930681344e+16,4
1991,UK,93.08076723447618,28,300.42025759031833,85361869.85241759,1.3780558572459086e+16,6
1991,France,0.5324190571064258,7,2.1796682861684933,965106.1689807039,27015311639883.9,5
1991,Italy,85.1484449313994,42,375.7338544884332,76369271.3807135,2.1324837632310628e+16,8
1991,Vietnam,65.45661912235981,25,268.4142737513734,111633169.17205124,1.5526173345112894e+16,5
1991,Mexico,42.55633657183516,23,62.378316232766025,59353827.603673026,2167529671820258.5,3
1991,Philippines,16.82308432036831,44,38.945170248321304,26591417.539853223,2645909736486360.5,8
1991,Thailand,64.86950425330355,16,183.0919374889704,91975624.07079339,7985878886187429.0,2
1991,Canada,94.26097101586556,17,267.195149519491,137948996.51325107,1.9019747049570544e+16,3
1991,Ireland,47.656794358001854,16,66.06922227381088,91865537.39874947,5362810741164984.0,7
1991,Brazil,10.792455496499386,32,50.23145561907536,13901122.177734302,3779511389469905.0,8
1991,Australia,85.21477478000116,6,201.30318199131477,81102184.45597453,1.2488986448940406e+16,4
1991,Spain,57.95363691499811,38,272.9624531118504,68815587.14753042,1.892997595384677e+16,0
1991,Sweden,25.345712967301626,27,103.4593199968392,36123352.040803716,6608706790159123.0,2
1991,Switzerland,65.89427939347428,19,295.61377774850234,80884465.35218085,1.1086072815446936e+16,9
1991,Poland,87.25740192976446,34,284.215181166922,58619461.75346366,2.8344537085740508e+16,6
1991,Austria,34.82306397073687,26,68.84292705708921,46681290.94150716,823120142452203.4,9
1991,Belgium,71.95584132654349,16,238.06511524645632,111792486.96412754,1.5966616630869898e+16,0
1991,Finland,14.528600974578666,8,39.50251108157747,16522594.868929807,1877743502895155.5,8
1991,Denmark,3.0020225717336313,26,9.215399467367341,3447924.95704013,914655596310978.0,7
1991,Norway,81.91073261776877,43,95.2736539390841,79659204.21106555,5887859956442804.0,0
1991,Czech Republic,35.778492584176625,32,68.45937117798861,29702043.17365584,1924089446176390.8,6
1991,Hungary,94.4229579364256,24,387.09010085343874,102836295.72404012,2.144257100113282e+16,6
1991,Romania,82.46812392279365,13,389.3704952726285,86340825.91059335,3.3948993774211916e+16,0
1991,Indonesia,75.16797670314233,37,107.30538230806309,112013691.83415158,9147476386626958.0,1
1991,UAE,78.41871792320796,23,92.57043535483015,149008229.52053404,6803377072066914.0,5
1991,Saudi Arabia,46.98454349836749,35,188.86662619038856,46704059.228877686,4238334769520212.0,5
1991,South Africa,97.99144327823804,32,114.20878508908854,104687260.87089524,1498927911641031.0,4
1991,Argentina,48.787660599805946,24,219.31455034207931,33162784.788945027,1.1096885485463334e+16,8
1991,Chile,8.624917130396492,23,26.55328729978093,14294568.151786115,1514664288678832.2,2
1992,USA,12.47361132216791,23,19.230259715458374,11687033.135912916,442756677639086.4,0
1992,Taiwan,43.28015612263175,45,89.2626313044317,67366836.94364244,7341754167045657.0,2
1992,China,4.182162378646536,27,12.139228680839109,5872639.663839468,1198618232284765.0,7
1992,South Korea,55.06132979851436,47,250.88816844001417,66171262.16507033,1.7353931963114984e+16,0
1992,Japan,89.3001362396497,11,237.81914419695167,125165213.98618376,1.757065489313535e+16,3
1992,Netherlands,24.999873522383176,4,99.61259387077554,32030422.434323456,3403776542884416.5,0
1992,Germany,79.59131424201564,48,232.81221958764607,113499711.40456098,1.0812258882344774e+16,9
1992,Israel,59.59479507926143,10,181.51800803339634,95404148.6473175,8530302180715185.0,8
1992,Malaysia,6.297140873370044,2,20.004256275663344,8282029.93424214,1095109873477675.9,9
1992,Singapore,81.83152116542716,4,137.18363879114247,56398585.48168314,1.288677237661673e+16,4
1992,India,31.825499727942088,37,102.72317850635663,21079300.53976062,9655766577275786.0,7
1992,UK,21.89701271058013,35,93.75961790712252,38996886.87850481,2390634363838428.5,0
1992,France,13.206681076904081,36,27.51792792575703,23548994.719690036,354145593940550.75,0
1992,Italy,27.39148706299037,3,87.2199656426446,37950076.96577757,8209027664692347.0,2
1992,Vietnam,42.932276570419525,31,71.6627930363346,33134774.255647693,5050431736487550.0,8
1992,Mexico,72.08932190520977,13,72.10455493612021,139195916.80347914,6004780018981931.0,3
1992,Philippines,1.5643295307434135,10,6.631433967079661,2746694.7089226823,121990961527872.73,3
1992,Thailand,15.304259716382129,46,50.232339398457206,29360373.13387515,2504802498787167.0,7
1992,Canada,47.63382934943662,3,124.67953436025341,35389590.5078059,9110784496380814.0,5
1992,Ireland,79.1906538422237,12,155.7157504886131,105505737.849985,1.2715239828884282e+16,2
1992,Brazil,63.13774363954292,11,146.3322414951538,82413843.69144064,1.3458402150106468e+16,7
1992,Australia,78.98857379518428,44,108.38192027684383,109312366.90630141,6274296292969759.0,7
1992,Spain,82.27364860434314,43,387.4649210023881,90823292.30530313,3.4921140106443164e+16,8
1992,Sweden,12.034044024305201,3,17.93472843248814,22767223.5561698,912316201915851.4,9
1992,Switzerland,79.7517406695886,40,85.77487239689204,51902076.97851233,4688433352037961.0,4
1992,Poland,41.44809792543599,13,180.88695710494477,52649319.64203155,4074370354194340.0,1
1992,Austria,44.79751921385267,46,92.9278236065311,58307480.97907838,7892807150780824.0,6
1992,Belgium,24.853574392709287,29,101.48355862136862,24625711.224214964,3226936676661020.0,2
1992,Finland,98.95199595008671,40,150.29076841140687,116825758.34498775,8359730184965340.0,2
1992,Denmark,33.079499478104324,16,134.34675447680655,55556447.40260278,8193910698130134.0,4
1992,Norway,14.601690559210823,14,27.428927931204946,22139085.4657995,2146499514892887.5,6
1992,Czech Republic,7.661076426111324,41,37.58530142751391,11238863.69314917,1315787022152484.5,3
1992,Hungary,7.9789123634000365,29,24.363789106344587,13867205.486802584,2032521017030041.0,9
1992,Romania,84.09238437734601,29,289.59618467091246,145516778.60704014,1.342854215519646e+16,3
1992,Indonesia,79.52165865303827,13,254.10088562439222,103973738.32487021,1.5463726433484432e+16,5
1992,UAE,90.22456230962314,6,379.45448627684266,172792863.2277214,7158225892121596.0,3
1992,Saudi Arabia,79.11971620846982,21,347.0299916348886,99512709.7051274,2.6833443956617468e+16,9
1992,South Africa,49.35308302326209,22,81.87360789282465,50687289.43224172,2770436131192380.0,5
1992,Argentina,71.27717935169045,1,176.15361736900724,95004994.82525778,3345838720714896.0,7
1992,Chile,78.57527238867328,8,282.41026518628945,124784164.5020712,8153038347011950.0,5
1993,USA,49.887282115388096,5,135.43901050145172,38587951.17178562,1.2840577701168158e+16,5
1993,Taiwan,84.358694559354,14,389.6039675358967,85286659.70598862,1.711922895955494e+16,0
1993,China,44.12011022129324,29,68.43257273917693,46484252.75265794,5131674468876829.0,4
1993,South Korea,59.02311974063588,6,167.85457349244714,89184055.31533103,9859033277548056.0,8
1993,Japan,47.21167442332409,3,58.2209088574831,94311544.56167613,4524709009968128.0,0
1993,Netherlands,32.466126718519405,16,85.27234903756465,43544170.189447425,2605650672843415.0,6
1993,Germany,20.165521126689224,28,77.06154610771083,25606654.888452165,4834131226842025.0,5
1993,Israel,85.43459827827155,49,149.89347136405658,57259161.1079474,8873866630211265.0,4
1993,Malaysia,19.39939562233972,19,81.68535816290178,33241815.9248982,2620255912110847.5,9
1993,Singapore,58.13665572045748,48,205.26798345954688,104315701.66221596,3527956886221495.5,7
1993,India,49.30291045210393,12,186.4279020880319,54931917.73150875,1.6567522769240794e+16,3
1993,UK,2.947635212444766,27,14.57838742233467,4635494.0263271155,952226746557993.8,6
1993,France,87.65981188350187,8,372.64426335172556,131244276.12004963,1.5100206395972286e+16,4
1993,Italy,94.9112456888247,37,368.13967886015655,60872326.43133283,2.467974883611698e+16,6
1993,Vietnam,0.8108196886213226,27,2.560944312461769,562348.1964803922,146964271781182.5,2
1993,Mexico,68.69274167743025,27,299.9168306794106,35482732.38449614,1.1424295427797746e+16,0
1993,Philippines,40.71737385988753,49,127.82013913129092,32502350.332473632,7126808431603555.0,8
1993,Thailand,70.17136340660952,20,281.79070437011694,46705452.59762448,1.4681920451164904e+16,2
1993,Canada,77.01312919289194,30,239.54917103228732,98283501.948441,2.2324040273696388e+16,6
1993,Ireland,61.609232114999344,32,160.59139473473024,118512714.40965211,1.2838757172205104e+16,4
1993,Brazil,84.42095857762321,20,364.24845697317073,146413978.57995078,9834095238426092.0,8
1993,Australia,66.1653200467251,17,135.78968728831165,90257523.6225516,9869113180694716.0,5
1993,Spain,14.86725636961821,48,25.04744626227512,9763678.020539165,785899966653091.1,6
1993,Sweden,97.21666237406905,13,114.54846477390241,190142181.16799822,8527637758286117.0,4
1993,Switzerland,15.091598271352979,36,68.67054252374757,13952566.665319083,3393475496241930.0,7
1993,Poland,85.94345828335508,10,216.64455007543484,155291903.10506698,1.509650818279867e+16,1
1993,Austria,68.36995457246208,21,190.95127053747638,79986204.82218693,9774433770750716.0,0
1993,Belgium,95.46376520064683,45,442.67122365495317,121072391.22447076,1.8774921768550428e+16,5
1993,Finland,72.50931239865423,48,328.90159625012916,58767307.959044375,3.046858355606146e+16,4
1993,Denmark,97.88560151782346,1,207.49293713456564,64500137.933333665,4170960043865681.5,7
1993,Norway,16.019641320544274,9,67.55933384414391,29618321.72312313,4468226020232844.5,0
1993,Czech Republic,0.2701216834163467,16,0.8138916518723686,393431.17010777775,29825666472675.67,4
1993,Hungary,16.933185740694157,28,60.7610229907876,20259008.266408883,3316250853886340.5,1
1993,Romania,7.410874930038824,21,25.65976765457353,4762003.5915466985,2451742115310675.5,0
1993,Indonesia,37.796835564128415,38,64.92668411456626,20339649.968551174,879552581546752.4,2
1993,UAE,16.030903951556887,31,77.49631417629189,11428428.479608443,2900303630073579.5,0
1993,Saudi Arabia,62.377219065085285,11,123.00000610079258,91286779.19680642,4286273212175016.0,5
1993,South Africa,39.54890761835702,42,117.16719811677419,77086745.7343243,9947660881295812.0,5
1993,Argentina,7.474590363631551,28,21.36274552925788,14712942.341215424,545073488897872.1,8
1993,Chile,94.90693936454213,23,460.8467375209138,69615456.64983761,1.4039325281339854e+16,0
1994,USA,44.08551127025159,9,162.35866300725633,61886748.51472863,2665778098319634.0,2
1994,Taiwan,21.038655449412403,7,50.32182694713725,25321926.049051717,2016510192036688.0,4
1994,China,14.562873852545144,22,40.82890059347575,25344574.926103447,768419806659680.1,0
1994,South Korea,94.6264493003082,18,211.95572795836264,179678091.91154292,6859346706657795.0,0
1994,Japan,10.691986437982138,30,32.38148849916855,17956542.634872794,2893448782914654.5,3
1994,Netherlands,7.22717090113515,31,14.420123036895415,10781855.450121528,1065523859787887.9,9
1994,Germany,62.083263277419285,26,271.4931009428513,76634425.0910836,1.0323196600961948e+16,0
1994,Israel,10.239446279317654,2,18.69498574710538,15677191.777353767,779940498795682.4,9
1994,Malaysia,71.79370236225695,17,144.2390300982596,52766294.068228304,1.3812607646895212e+16,5
1994,Singapore,33.7219909910226,43,51.789049366756174,64600656.12445828,4266291859691588.0,7
1994,India,51.07393295062169,4,123.72598953400944,86136500.03903866,6918653712126065.0,7
1994,UK,22.466070010507146,18,58.132122431025806,20093346.83739917,2545889092429357.0,9
1994,France,6.440511601504317,10,12.672499340896643,7070091.210354724,148592176304670.44,6
1994,Italy,78.79409206729001,34,233.30047368439227,81743685.5089252,1.971495729106693e+16,3
1994,Vietnam,49.35091826605999,39,194.8823696397938,76472683.45353553,6268267877544156.0,6
1994,Mexico,10.4371458082829,1,45.93460489113415,16277283.703470517,1660219308811067.8,9
1994,Philippines,72.23111683237077,39,194.46798689648716,66317822.4948646,1.0186792128060958e+16,8
1994,Thailand,74.16030197372086,3,241.0628070085789,126402486.03425992,1.1677547091014164e+16,0
1994,Canada,4.7583192546112425,45,22.964997372269632,8399474.38427576,1652415363534005.0,1
1994,Ireland,66.48077585802446,23,139.75766074807643,113098042.70989473,1.294760182376698e+16,9
1994,Brazil,43.777727188956895,35,128.4601453105066,54790936.715217836,5003474156572594.0,6
1994,Australia,37.63875377344753,21,100.32225884903626,65847987.69762872,9916364266624638.0,4
1994,Spain,53.19556987831766,33,87.64408682845006,46489897.25642377,2650340552623637.0,4
1994,Sweden,92.17892331085261,47,440.59586665762635,73130699.17696397,2.9850728573433956e+16,1
1994,Switzerland,27.04461854714264,9,54.63052458722147,24173165.504104517,739302585154904.0,5
1994,Poland,11.805450726005196,42,14.049324891280476,9786044.841086848,1033481332771643.6,2
1994,Austria,45.53184100619284,45,170.41789116879534,67127531.57254928,8211094138697874.0,3
1994,Belgium,57.996782020314285,47,177.0615243814971,80080140.86220343,9363729758053014.0,6
1994,Finland,72.16485442517359,4,162.52257103888536,124830925.48377138,9727748841650282.0,9
1994,Denmark,46.23556009346624,32,101.3562119851783,49687144.07873892,8635687500551436.0,0
1994,Norway,10.939992546033395,3,28.153101041479754,19361885.038978826,1363214786846522.8,2
1994,Czech Republic,90.02348574321095,4,357.75424546220603,116848907.04971223,2.962674151129004e+16,0
1994,Hungary,19.96854261681792,11,92.78329056426706,25025436.577130448,8993065879045225.0,0
1994,Romania,86.50625299843604,24,278.51893490331975,67653221.99359979,2.433417129285631e+16,5
1994,Indonesia,42.17549802841961,13,122.98272884373837,22190461.92039353,9352908274349136.0,6
1994,UAE,16.970523915524495,11,70.80172547879519,11861816.023265524,4012863532717464.0,4
1994,Saudi Arabia,26.06334547570014,5,126.79067208486863,45129931.66349163,3601300313621962.0,5
1994,South Africa,13.087633345768701,36,20.331824903621303,21231317.63638175,1062721779618483.2,4
1994,Argentina,74.62548943502054,18,291.5127630002937,94407986.012178,1.9233031503903004e+16,2
1994,Chile,63.78221792594102,8,172.2603056175074,75657986.61591558,9748396760276678.0,4
1995,USA,26.536973312034394,42,63.59961275169405,39950868.01226849,4313223441343848.0,8
1995,Taiwan,93.27791246877345,37,334.8479023961557,94421561.80116165,2.684203750323916e+16,2
1995,China,22.164731461755917,12,44.10835896131008,13730691.21626814,718536771061996.8,8
1995,South Korea,57.5520216966124,9,57.99676398949521,91430397.41023687,4009656528431956.0,1
1995,Japan,35.540540676233555,8,125.67917871275314,58334011.85558411,1.2409878005448366e+16,2
1995,Netherlands,47.683777485807155,49,112.30505588074952,36403688.70004868,5382099042496811.0,2
1995,Germany,53.33948915068045,18,168.02431943676297,106291686.42069061,7715649353879399.0,3
1995,Israel,36.524420161537186,44,42.5509967466604,41910905.82274375,625589117053921.1,1
1995,Malaysia,76.83999289487798,36,275.7360916766578,42229592.0769834,2785439884255808.5,8
1995,Singapore,25.28549787625588,45,84.41072651732543,14088507.14976825,4552163400042003.0,3
1995,India,57.314924798124565,1,271.45184968142604,56808309.26141414,6032995251369338.0,0
1995,UK,78.48829833877943,30,383.48886994540277,94153811.24341585,1.437384899124155e+16,8
1995,France,78.96736137927557,7,276.4525819097459,156321676.7972778,1.6040629090356684e+16,3
1995,Italy,66.1382077844989,18,132.76672782467966,110183160.37016918,1.276414523648055e+16,6
1995,Vietnam,76.48861601652962,25,217.34582165863654,80054117.47740094,9078627905030216.0,9
1995,Mexico,86.28625771292825,16,429.5157642044827,169982129.56916142,3.839656397556953e+16,9
1995,Philippines,53.66232797354938,16,131.87759870871986,27807127.460483517,4276224079107023.5,0
1995,Thailand,60.363209989306654,22,89.06050259863328,31535247.362302188,8024502785259639.0,6
1995,Canada,35.85076311953338,32,178.74480719426413,60260667.73493713,8362878474636924.0,9
1995,Ireland,71.02433419272592,12,295.45405950275045,122361402.39075929,5207549604127760.0,6
1995,Brazil,59.10953805356141,28,211.83712448965613,115815775.92419322,3180988074834225.5,6
1995,Australia,83.85009904431459,15,245.30605127762013,51801818.00046558,1.4828393074212716e+16,6
1995,Spain,15.49417853379359,37,38.20824632184191,20752318.023322247,2670597730955328.0,9
1995,Sweden,69.29717937736673,41,247.7370094838221,69480030.47692107,3246679940974717.5,7
1995,Switzerland,76.84479004596177,18,295.75659891036213,105251985.43567218,7532068285813694.0,6
1995,Poland,5.816775872092473,11,22.58455031551654,7749167.783848849,1085388242295397.2,1
1995,Austria,56.26695406843086,22,266.9633654967851,32767473.49672855,1.884901065344749e+16,9
1995,Belgium,27.89661944201939,39,48.433110282536745,26331326.831563685,3609928673219383.5,7
1995,Finland,81.18616998325841,28,324.1850864780737,137293196.41652408,3.1511781969419216e+16,8
1995,Denmark,22.024387740286056,41,25.688889616367902,11775691.355050813,1119281335504846.8,2
1995,Norway,41.12523984788691,32,105.52403107017685,72685800.31129102,1057527935211430.5,3
1995,Czech Republic,37.00892800699709,23,171.45342146233978,23886605.247099172,1.1071927007407832e+16,8
1995,Hungary,14.98381341879681,14,22.327029306823952,12257385.336669318,282632888975547.06,1
1995,Romania,30.46358322935767,13,136.46539050447726,42874788.83220652,8906845817718080.0,9
1995,Indonesia,23.43050993371779,16,65.1385686925856,46843629.381260715,5547893335150798.0,3
1995,UAE,82.32263592464994,33,405.54732831897724,152067711.3165966,3.882705600643302e+16,6
1995,Saudi Arabia,10.860740234649258,30,37.79094273889035,6778216.485471324,3180419040803196.0,0
1995,South Africa,19.89173595152668,32,20.86084823168226,29678612.678429294,751860786677419.8,7
1995,Argentina,33.08870876937943,34,100.77978997806436,38390270.062930554,5655617660565930.0,9
1995,Chile,53.02632256383486,26,106.33001248852005,39732666.194572,4407662999373876.0,9
1996,USA,72.32294586055346,23,265.2531945616479,61549883.50912154,1.669178993078175e+16,0
1996,Taiwan,76.99334359486862,10,246.37222786931034,95293579.52893212,1.5001869299223714e+16,1
1996,China,10.962819440343974,46,16.921600753513133,6577055.794538681,1655730775381995.5,1
1996,South Korea,93.24917797776799,41,258.5812541911956,72675370.08734515,1.3880910841380276e+16,4
1996,Japan,39.2708532144217,23,58.78637892532372,53771273.09366226,4106931501153273.5,5
1996,Netherlands,90.98236408320604,19,312.3290896347127,75515290.16332173,1.659387686435991e+16,6
1996,Germany,45.038321303900794,30,215.80024613860388,55289402.56392342,1.9756473098270972e+16,0
1996,Israel,85.76559882418273,24,328.7120684861924,98904741.69971946,1.0690429533604286e+16,6
1996,Malaysia,37.36408184666985,36,64.25072495516234,69933119.84023516,4986065197027327.0,2
1996,Singapore,86.57009923240037,9,411.84340133375525,91138964.92814077,6118872123726102.0,8
1996,India,88.60739670955252,4,300.5247426634697,109416012.38604118,3875228789411573.0,7
1996,UK,0.6957587303291213,38,1.8905750174915097,1356092.3477036245,121695937847318.64,7
1996,France,93.63469474710833,8,98.15257544383653,51633683.62001467,7185795107064376.0,6
1996,Italy,57.937972734794876,22,120.5686605545332,72825805.97796395,1.1791765918272612e+16,1
1996,Vietnam,89.5106225730092,33,433.00937477372355,72697394.3014041,1.6457570999216664e+16,3
1996,Mexico,56.271154334220284,8,173.1411073611948,111970543.14818181,1911737171250168.0,9
1996,Philippines,62.316175374457984,43,216.69859377096193,52856634.11784949,2185377976771222.5,2
1996,Thailand,98.52073259110938,16,447.2345202953589,152639817.3487203,2.322011109857879e+16,3
1996,Canada,52.493408424346754,34,124.09800661950601,41028434.0219446,1.041281781060867e+16,2
1996,Ireland,31.671712202521608,25,123.86984517240258,21606352.001634445,8022816735755552.0,5
1996,Brazil,87.73745205413914,20,264.4676672464566,161531835.613857,2.493159120855638e+16,4
1996,Australia,19.217273321444893,6,42.564027635891904,37942918.48877547,1475790822030882.0,3
1996,Spain,63.30289054077425,7,77.69558024510012,124563737.25819494,4891637596582580.0,8
1996,Sweden,34.80133537634929,24,103.98968200143358,19074447.50580332,6770561879130409.0,0
1996,Switzerland,41.67490606240531,17,150.071456695471,40371835.48760528,6201359846133436.0,8
1996,Poland,97.85783948593739,33,260.79544772447383,87900689.41625172,9710273511120274.0,3
1996,Austria,16.814108589474706,23,58.34881148759778,33159500.07223074,2357177552854712.0,5
1996,Belgium,48.25055913821134,47,98.6627763820628,61174624.93204941,3824724811839750.0,0
1996,Finland,46.249021040559334,45,52.86233403183129,71992864.85704859,2869922500173402.0,1
1996,Denmark,17.16939931284912,18,68.47214819153906,32173593.47828511,6589146825314846.0,1
1996,Norway,24.93757879958921,39,89.12931663467253,13037856.040124347,7799796258143840.0,7
1996,Czech Republic,83.7330153933041,38,300.0871575347705,96477372.97692388,8423148109934940.0,7
1996,Hungary,62.394557476138836,36,93.16900210521572,76724710.34641449,6174266471898151.0,7
1996,Romania,64.90917405385481,31,208.59979690235429,35556281.242536135,1.0896683844396284e+16,6
1996,Indonesia,86.77820443927635,13,303.696803807277,144895998.9078245,2.4463772190993452e+16,7
1996,UAE,85.79519454023364,4,250.6091363478825,65731771.953640856,1.3275749478332908e+16,3
1996,Saudi Arabia,48.993175324486074,28,130.72461655946168,41334313.31491368,4034308730322086.0,0
1996,South Africa,13.112120951649986,35,42.14397662875915,18673839.47782822,2220536684660079.5,5
1996,Argentina,91.54768812183315,49,244.77903292392728,93089613.19762325,1.3422106969048326e+16,5
1996,Chile,46.183443456060836,9,140.9780095364472,39885325.10379843,3748580096161578.0,4
1997,USA,54.21375093061667,7,146.9066702691043,78065932.31927018,1.1089015086428906e+16,2
1997,Taiwan,41.092156969383886,10,104.85050592889421,43719583.91641625,7088354675245626.0,3
1997,China,14.752383417734682,47,66.36813961389872,11150449.847206224,1477423056669802.8,1
1997,South Korea,2.1647902587247914,1,2.325597103045606,3967982.6205485766,70747150058748.39,3
1997,Japan,71.74344508782536,21,263.20958050378874,62220171.847158685,1.9606436269160296e+16,2
1997,Netherlands,21.179928858154774,42,57.38951030751868,41151891.864682436,4307719236716777.0,6
1997,Germany,72.83528374765619,21,220.02853921771157,129414539.04428081,1.5684419402816268e+16,6
1997,Israel,57.03873253675308,13,279.82974804337243,88428401.23466577,1.5448604158987186e+16,3
1997,Malaysia,54.18801732762199,15,201.35084298934441,86031282.11813444,1.95014022004793e+16,7
1997,Singapore,1.8456419043022643,29,5.337455980925619,2783544.8702198854,345070001325295.2,0
1997,India,26.175286903702364,21,60.7895711099471,46873846.01988789,3199866601027817.5,5
1997,UK,96.8691450213043,44,396.42346919269914,96773194.1759667,3.3627610236834976e+16,6
1997,France,54.60988080032908,29,165.14820239139243,54861950.222642265,1.2444972701477572e+16,8
1997,Italy,96.69850180280375,20,386.8177270227458,62742179.281513266,3.307849555533791e+16,1
1997,Vietnam,69.90274140420951,33,328.8623773897787,118101537.11996129,3.0590516896030144e+16,8
1997,Mexico,1.1765094366997686,30,3.536100191081499,2129571.785219903,62094464999895.195,3
1997,Philippines,30.424631148658467,16,111.85068203655109,58217584.71491304,9404167954933432.0,2
1997,Thailand,95.43693622282359,37,247.35461800028116,92117718.94980507,1.2521166271601878e+16,9
1997,Canada,77.90939433817704,5,232.72162889435705,43771606.66293861,1.4564682581550094e+16,0
1997,Ireland,83.01829666176938,1,348.81328239698087,114356676.13851938,3.4787833168317216e+16,6
1997,Brazil,92.5529321646895,20,339.56311828456126,183916331.22439337,2.519208942738709e+16,5
1997,Australia,9.865737673280906,30,36.21819743450083,5810991.96533911,2505616459646966.0,5
1997,Spain,48.40389402278484,35,199.91040728979087,63712749.99514637,4776371258985526.0,5
1997,Sweden,84.56263001150188,32,357.220341656148,77704424.57881007,1.540286136629399e+16,9
1997,Switzerland,25.85842215527738,14,26.228460789465156,14734446.532785883,272539046933411.84,9
