Year,Country,Company,Production_Capacity_Wafers,Fab_Count,Technology_Node_nm,AI_Chip_Production,Foundry_Revenue_USD,Global_Market_Share
1995,USA,Qorvo,443792.9691530986,6,479nm,0.0,443792969.1530986,2.26
1995,USA,Skyworks,711253.2546146843,5,519nm,0.0,711253254.6146842,3.62
1995,USA,Synopsys,386828.1789800825,8,333nm,0.0,386828178.9800825,1.97
1995,USA,Cadence,656011.0730739513,19,512nm,0.0,656011073.0739512,3.34
1995,USA,Ansys,527038.3555495158,15,559nm,0.0,527038355.5495158,2.68
1995,USA,Entegris,127116.19654198209,3,526nm,0.0,127116196.54198208,0.65
1995,USA,Amkor,326736.0434072537,8,633nm,0.0,326736043.4072537,1.66
1995,Taiwan,ASE,695292.8569864806,11,364nm,0.0,695292856.9864806,3.54
1995,China,JCET,738858.281237316,19,368nm,0.0,738858281.237316,3.76
1995,Taiwan,Powertech,691818.7837237687,19,497nm,0.0,691818783.7237687,3.52
1995,Netherlands,Nexperia,449587.445272523,6,345nm,0.0,449587445.272523,2.29
1995,Germany,Bosch,261369.97260973716,7,329nm,0.0,261369972.60973716,1.33
1995,Israel,Tower Semiconductor,260121.89119299097,4,503nm,0.0,260121891.19299096,1.32
1995,Israel,VisIC,691093.878063379,9,441nm,0.0,691093878.0633789,3.52
1996,USA,NVIDIA,594200.9785180427,9,321nm,0.0,594200978.5180427,3.53
1996,Taiwan,TSMC,370712.5806480316,3,308nm,0.0,370712580.6480316,2.2
1996,Netherlands,ASML,406720.3338277521,6,501nm,0.0,406720333.8277521,2.41
1996,USA,Intel,300116.81690744037,6,427nm,0.0,300116816.90744036,1.78
1996,South Korea,Samsung,26266.05396525357,1,308nm,0.0,26266053.96525357,0.16
1996,USA,Broadcom,769479.1288960528,5,370nm,0.0,769479128.8960528,4.57
1996,USA,Qualcomm,82914.13977365679,3,393nm,0.0,82914139.77365679,0.49
1996,USA,AMD,482781.8535789143,2,458nm,0.0,482781853.5789143,2.87
1996,USA,Texas Instruments,180565.98498693923,5,315nm,0.0,180565984.98693922,1.07
1996,USA,Applied Materials,165499.1730003146,1,385nm,0.0,165499173.0003146,0.98
1996,USA,Lam Research,458835.4484778913,2,465nm,0.0,458835448.47789127,2.72
1996,USA,Micron,371378.44644245366,7,377nm,0.0,371378446.4424537,2.2
1996,Japan,Tokyo Electron,330198.2397262556,6,302nm,0.0,330198239.7262556,1.96
1996,USA,Analog Devices,158631.65430829255,5,510nm,0.0,158631654.30829254,0.94
1996,USA,KLA,308674.50396332634,3,430nm,0.0,308674503.96332633,1.83
1996,Netherlands,NXP,336447.59014090756,1,303nm,0.0,336447590.1409076,2.0
1996,USA,Marvell,577322.2274163597,12,269nm,0.0,577322227.4163597,3.43
1996,USA,Microchip,190026.17495543236,2,438nm,0.0,190026174.95543236,1.13
1996,Japan,Renesas,31453.061599421497,1,471nm,0.0,31453061.599421497,0.19
1996,Germany,Infineon,155979.01505059755,4,324nm,0.0,155979015.05059755,0.93
1996,Switzerland,STMicroelectronics,93962.05192332661,1,451nm,0.0,93962051.92332661,0.56
1996,USA,ON Semiconductor,686866.030995328,18,366nm,0.0,686866030.995328,4.08
1996,USA,GlobalFoundries,539778.7470713865,5,338nm,0.0,539778747.0713866,3.2
1996,Taiwan,UMC,718727.281720558,2,284nm,0.0,718727281.7205579,4.27
1996,UK,Arm,178982.8240344854,1,309nm,0.0,178982824.0344854,1.06
1996,Taiwan,MediaTek,473104.5838002387,7,496nm,0.0,473104583.80023867,2.81
1996,Taiwan,Realtek,656875.7524029376,8,330nm,0.0,656875752.4029377,3.9
1996,Taiwan,Novatek,313678.8480031373,6,332nm,0.0,313678848.0031373,1.86
1996,South Korea,SK Hynix,505332.74375372106,7,406nm,0.0,505332743.75372106,3.0
1996,USA,Western Digital,357923.1988420883,4,510nm,0.0,357923198.8420883,2.12
1996,Japan,Kioxia,614666.9426212525,4,489nm,0.0,614666942.6212525,3.65
1996,Japan,Sony,398146.0594276187,11,471nm,0.0,398146059.4276187,2.36
1996,Japan,Rohhm,349367.387503879,1,332nm,0.0,349367387.503879,2.07
1996,USA,Qorvo,440641.2242941197,9,329nm,0.0,440641224.2941197,2.62
1996,USA,Skyworks,125255.16207309412,4,520nm,0.0,125255162.07309411,0.74
1996,USA,Synopsys,428141.10292530566,3,333nm,0.0,428141102.92530566,2.54
1996,USA,Cadence,30418.29041321392,1,293nm,0.0,30418290.41321392,0.18
1996,USA,Ansys,467988.91680317477,5,407nm,0.0,467988916.8031748,2.78
1996,USA,Entegris,526713.5844678616,14,316nm,0.0,526713584.4678616,3.13
1996,USA,Amkor,24620.729668248692,1,498nm,0.0,24620729.66824869,0.15
1996,Taiwan,ASE,701129.8208090119,14,419nm,0.0,701129820.8090119,4.16
1996,China,JCET,537388.7528442643,4,501nm,0.0,537388752.8442643,3.19
1996,Taiwan,Powertech,344316.0915153853,5,398nm,0.0,344316091.5153853,2.04
1996,Netherlands,Nexperia,52821.317951643156,1,455nm,0.0,52821317.951643154,0.31
1996,Germany,Bosch,80914.15565329915,2,326nm,0.0,80914155.65329915,0.48
1996,Israel,Tower Semiconductor,321207.76140890963,4,355nm,0.0,321207761.4089096,1.91
1996,Israel,VisIC,579731.9896644484,6,410nm,0.0,579731989.6644484,3.44
